order_id,user_id,order_date,status,total_amount
1,333,2023-07-09 03:15:02,cancelled,1003.88
2,172,2023-05-09 16:40:40,completed,1102.8
3,119,2024-09-19 03:14:43,shipped,529.65
4,233,2023-09-19 21:25:21,completed,647.09
5,56,2023-09-03 00:36:59,completed,10523.08
6,26,2024-06-06 22:38:43,completed,4601.58
7,112,2023-12-29 07:41:34,shipped,1218.53
8,412,2023-06-25 19:20:57,completed,2765.14
9,408,2023-10-18 23:40:37,completed,4893.5
10,120,2024-04-13 23:44:53,completed,131.51
11,444,2024-01-05 17:02:18,completed,1736.32
12,215,2023-11-25 19:26:34,completed,414.37
13,96,2024-05-31 00:40:46,completed,4102.01
14,325,2023-08-20 23:38:15,completed,563.31
15,308,2023-08-31 21:51:28,completed,658.67
16,101,2024-10-29 04:22:50,completed,1095.69
17,197,2023-02-03 03:51:53,completed,859.65
18,457,2024-12-15 15:01:41,completed,7244.15
19,434,2023-07-31 20:14:25,completed,284.92
20,384,2023-10-13 07:07:27,shipped,1446.36
21,319,2023-05-07 03:04:28,processing,2616.92
22,231,2024-07-31 12:32:16,completed,338.12
23,479,2024-06-24 21:04:26,completed,389.84
24,426,2024-05-09 11:05:05,completed,185.24
25,322,2023-07-04 04:20:07,completed,421.1
26,40,2023-11-06 00:14:54,processing,752.73
27,110,2023-07-10 20:25:45,completed,197.86
28,337,2023-07-27 10:54:19,completed,465.68
29,246,2023-05-03 18:31:22,completed,2553.17
30,113,2024-02-02 21:31:33,completed,2809.99
31,286,2024-09-18 06:27:36,processing,867.11
32,272,2024-08-03 20:50:07,completed,126.51
33,37,2023-04-13 00:08:40,completed,2166.6
34,222,2024-11-24 02:00:16,completed,146.34
35,232,2024-12-21 18:14:18,completed,6860.16
36,338,2023-03-15 17:27:26,shipped,1464.42
37,225,2023-05-26 03:06:13,completed,1840.34
38,340,2023-03-15 03:18:57,completed,2702.33
39,441,2024-08-23 05:37:50,completed,399.36
40,445,2023-05-28 10:08:23,completed,280.14
41,221,2024-01-25 10:22:20,processing,14781.18
42,391,2023-12-11 05:23:29,completed,2333.7
43,308,2023-11-28 05:40:08,completed,1643.52
44,449,2024-01-27 14:51:58,completed,465.68
45,127,2024-06-10 07:54:52,completed,95.99
46,16,2023-07-30 09:13:14,completed,256.05
47,167,2023-07-28 14:52:17,completed,2022.89
48,178,2023-09-12 05:22:32,completed,578.97
49,86,2024-09-29 11:51:23,completed,3013.41
50,462,2024-12-27 05:02:50,completed,17734.23
51,329,2024-05-29 07:51:02,shipped,2249.21
52,393,2023-10-11 12:18:42,completed,10633.33
53,122,2023-08-14 06:00:10,processing,6753.75
54,110,2024-03-10 06:44:36,completed,585.79
55,15,2024-02-27 02:35:54,completed,2474.49
56,355,2024-06-11 13:30:54,completed,7039.81
57,28,2023-12-18 00:37:25,completed,1891.73
58,306,2023-12-19 15:48:03,completed,10734.85
59,443,2024-01-19 03:49:52,completed,996.24
60,271,2024-05-27 23:49:45,completed,557.39
61,111,2023-07-20 01:20:31,processing,2607.26
62,208,2024-06-23 15:22:38,completed,1351.12
63,136,2024-10-31 06:23:40,cancelled,586.98
64,147,2023-09-24 07:37:07,completed,444.35
65,427,2023-08-23 18:33:44,completed,281.44
66,452,2023-04-28 14:27:12,completed,1588.31
67,181,2024-11-26 18:51:20,completed,15510.5
68,263,2024-10-12 03:33:48,completed,10523.08
69,207,2023-03-08 01:49:16,completed,351.69
70,301,2023-08-31 05:30:55,shipped,926.18
71,481,2023-08-19 04:06:15,completed,165.55
72,341,2024-06-03 17:12:01,completed,1166.47
73,450,2024-06-19 02:35:44,completed,1098.18
74,181,2024-04-19 01:02:45,completed,108.37
75,373,2023-07-21 05:37:41,completed,848.7
76,322,2024-11-05 00:15:43,completed,1630.0
77,355,2023-02-13 12:29:47,completed,623.28
78,77,2023-08-04 09:52:08,completed,1676.84
79,21,2023-06-28 11:39:39,completed,103.84
80,36,2023-04-26 16:40:48,completed,1006.24
81,235,2023-04-21 22:25:10,completed,9658.56
82,278,2024-01-01 09:48:25,completed,868.51
83,385,2023-03-14 21:22:04,completed,1973.44
84,372,2023-09-01 08:35:19,completed,581.98
85,486,2024-09-04 13:46:20,completed,140.92
86,117,2024-09-15 17:49:00,completed,1660.81
87,68,2023-05-02 09:37:09,shipped,269.1
88,316,2024-11-19 08:32:11,completed,1440.46
89,20,2024-08-29 19:40:23,completed,658.67
90,202,2024-01-06 06:12:50,completed,355.72
91,494,2023-12-25 17:23:38,completed,8180.03
92,463,2024-03-09 20:03:36,cancelled,6753.75
93,153,2024-09-14 17:56:56,completed,2077.44
94,322,2023-08-17 15:00:16,completed,881.24
95,151,2023-11-16 15:55:51,completed,7852.96
96,338,2023-07-29 14:13:59,completed,689.35
97,365,2023-06-16 01:58:10,completed,837.53
98,354,2023-12-03 17:51:49,completed,2507.96
99,18,2024-06-27 17:09:03,processing,329.38
100,446,2023-11-12 11:19:41,completed,2089.78
101,494,2024-12-16 19:07:43,completed,2159.46
102,14,2023-06-24 18:22:15,completed,488.2
103,55,2023-07-25 00:53:40,completed,5429.43
104,356,2024-05-11 09:06:56,completed,8743.17
105,450,2023-09-20 21:41:33,completed,1789.96
106,489,2024-10-10 11:27:50,completed,1083.16
107,200,2023-08-31 03:08:02,processing,2154.83
108,441,2023-02-25 23:32:42,completed,1015.9
109,205,2023-11-29 06:53:42,completed,524.32
110,49,2024-11-09 12:25:40,completed,1440.46
111,433,2024-04-28 18:56:12,processing,2211.77
112,165,2023-03-28 09:18:55,processing,7721.45
113,286,2023-02-13 20:31:15,processing,7565.47
114,208,2024-01-03 13:30:35,completed,10633.33
115,79,2023-10-09 10:15:29,completed,2833.95
116,396,2023-07-25 03:18:53,completed,7240.3
117,158,2024-03-24 07:04:45,completed,944.01
118,350,2023-10-08 07:52:36,completed,94.56
119,12,2024-02-06 22:04:04,completed,283.36
120,134,2023-08-01 10:36:50,completed,2589.91
121,436,2024-09-03 21:48:04,completed,1151.91
122,193,2024-04-21 12:54:54,completed,7039.81
123,70,2024-11-20 11:10:35,cancelled,418.81
124,78,2023-08-18 04:04:41,completed,2317.1
125,111,2023-11-10 14:06:53,completed,1356.0
126,278,2023-07-09 00:57:17,completed,298.73
127,82,2024-05-06 05:17:12,completed,98.36
128,106,2024-08-16 14:56:46,completed,999.14
